fecha,ice_conc,temperatura,espesor_de_hielo
2018-01-18,0.0,273.46,0.0
2018-01-19,0.0,274.44,0.0
2018-01-20,0.0,274.69,0.0
2018-01-21,0.43,273.54,0.0
2018-01-22,0.0,272.23,0.0
2018-01-23,0.0,273.0,0.0
2018-01-24,0.0,273.77,0.0
2018-01-25,0.0,274.1,0.0
2018-01-26,0.0,274.28,0.0
2018-01-27,1.77,273.96,0.0
2018-01-28,0.0,274.1,0.0
2018-01-29,0.0,273.51,0.0
2018-01-30,2.8,273.68,0.0
2018-01-31,1.01,273.77,0.0
2018-02-01,1.52,273.54,0.01
2018-02-02,0.0,275.03,0.01
2018-02-03,0.0,273.48,0.0
2018-02-04,0.0,274.0,0.01
2018-02-05,1.1,273.53,0.01
2018-02-06,0.0,273.45,0.0
2018-02-07,0.0,273.21,0.0
2018-02-08,0.0,273.84,0.0
2018-02-09,0.52,272.8,0.01
2018-02-10,2.4,273.53,0.01
2018-02-11,2.06,274.62,0.0
2018-02-12,0.0,274.4,0.0
2018-02-13,0.0,274.9,0.0
2018-02-14,0.21,273.54,0.0
2018-02-15,0.12,274.16,0.0
2018-02-16,0.0,273.36,0.0
2018-02-17,0.0,273.4,0.0
2018-02-18,0.11,273.8,0.0
2018-02-19,0.88,273.82,0.0
2018-02-20,0.54,274.46,0.0
2018-02-21,0.3,273.8,0.0
2018-02-22,0.83,274.36,0.0
2018-02-23,0.0,273.12,0.0
2018-02-24,0.0,274.81,0.0
2018-02-25,0.0,274.5,0.0
2018-02-26,0.0,274.07,0.0
2018-02-27,0.0,273.69,0.0
2018-02-28,0.55,273.51,0.0
2018-03-01,0.0,275.1,0.0
2018-03-02,2.65,274.19,0.0
2018-03-03,0.28,273.99,0.0
2018-03-04,0.0,274.01,0.0
2018-03-05,0.0,273.82,0.0
2018-03-06,0.4,274.58,0.0
2018-03-07,0.34,274.65,0.0
2018-03-08,0.1,273.62,0.0
2018-03-09,0.14,274.0,0.0
2018-03-10,0.06,273.5,0.0
2018-03-11,0.0,274.26,0.0
2018-03-12,0.0,274.57,0.0
2018-03-13,0.0,272.92,0.0
2018-03-14,0.0,274.22,0.0
2018-03-15,0.0,273.21,0.0
2018-03-16,0.12,275.04,0.0
2018-03-17,0.84,272.21,0.0
2018-03-18,0.52,275.17,0.0
2018-03-19,0.33,272.01,0.0
2018-03-20,0.69,274.65,0.0
2018-03-21,0.0,274.25,0.0
2018-03-22,0.18,274.7,0.0
2018-03-23,0.0,272.55,0.0
2018-03-24,3.3,274.91,0.0
2018-03-25,0.0,274.6,0.0
2018-03-26,0.57,274.87,0.0
2018-03-27,0.0,272.78,0.0
2018-03-28,0.0,273.79,0.0
2018-03-29,0.0,274.6,0.0
2018-03-30,0.14,274.87,0.0
2018-03-31,0.0,272.13,0.0
2018-04-01,0.52,273.19,0.0
2018-04-02,1.39,274.03,0.0
2018-04-03,0.41,272.61,0.0
2018-04-04,0.11,271.29,0.0
2018-04-05,0.0,274.12,0.0
2018-04-06,0.3,271.76,0.0
2018-04-07,0.0,271.87,0.0
2018-04-08,0.0,274.18,0.0
2018-04-09,0.0,274.12,0.0
2018-04-10,1.3,270.6,0.0
2018-04-11,5.77,272.84,0.03
2018-04-12,0.0,273.6,0.06
2018-04-13,0.0,273.4,0.0
2018-04-14,0.0,272.92,0.0
2018-04-15,0.0,272.59,0.02
2018-04-16,1.19,272.91,0.02
2018-04-17,0.43,272.73,0.0
2018-04-18,1.71,275.25,0.0
2018-04-19,0.01,272.76,0.0
2018-04-20,0.57,273.56,0.0
2018-04-21,0.22,274.11,0.0
2018-04-22,2.04,274.21,0.04
2018-04-23,0.0,269.23,0.0
2018-04-24,0.0,270.43,0.08
2018-04-25,0.0,266.49,0.12
2018-04-26,0.0,265.23,0.22
2018-04-27,0.0,267.71,0.34
2018-04-28,0.0,266.58,0.39
2018-04-29,0.0,262.25,0.39
2018-04-30,0.0,269.21,0.4
2018-05-01,0.21,261.44,0.62
2018-05-02,0.0,264.38,0.54
2018-05-03,1.1,267.05,0.56
2018-05-04,0.0,265.08,0.6
2018-05-05,0.0,264.53,0.59
2018-05-06,0.0,267.37,0.53
2018-05-07,0.0,268.06,0.48
2018-05-08,0.0,268.37,0.45
2018-05-09,0.0,268.03,0.42
2018-05-10,0.0,269.37,0.4
2018-05-11,0.0,264.88,0.49
2018-05-12,0.15,267.68,0.42
2018-05-13,0.11,264.01,0.49
2018-05-14,0.0,269.27,0.54
2018-05-15,0.15,266.09,0.61
2018-05-16,0.0,267.67,0.58
2018-05-17,0.0,269.41,0.57
2018-05-18,0.0,268.49,0.51
2018-05-19,0.0,271.26,0.5
2018-05-20,0.0,270.97,0.41
2018-05-21,0.0,269.98,0.38
2018-05-22,0.18,267.57,0.36
2018-05-23,0.12,270.98,0.27
2018-05-24,0.0,271.73,0.27
2018-05-25,0.0,268.21,0.24
2018-05-26,0.0,269.85,0.4
2018-05-27,0.22,270.46,0.31
2018-05-28,0.23,272.95,0.33
2018-05-29,0.29,271.81,0.24
2018-05-30,0.0,271.93,0.19
2018-05-31,0.0,272.58,0.16
2018-06-01,0.15,271.52,0.16
2018-06-02,0.77,273.8,0.13
2018-06-03,1.45,273.67,0.08
2018-06-04,0.0,270.87,0.08
2018-06-05,0.55,272.57,0.06
2018-06-06,0.0,273.34,0.01
2018-06-07,0.0,274.55,0.0
2018-06-08,0.0,272.46,0.0
2018-06-09,0.0,275.59,0.0
2018-06-10,0.06,275.84,0.0
2018-06-11,0.0,273.71,0.0
2018-06-12,0.76,273.23,0.0
2018-06-13,0.65,272.04,0.0
2018-06-14,0.0,269.19,0.0
2018-06-15,0.0,273.16,0.0
2018-06-16,0.0,272.74,0.0
2018-06-17,2.61,272.13,0.0
2018-06-18,1.09,271.94,0.01
2018-06-19,3.94,266.2,0.03
2018-06-20,6.95,268.44,0.06
2018-06-21,12.91,273.81,0.02
2018-06-22,21.74,274.4,0.01
2018-06-23,24.76,266.53,0.03
2018-06-24,34.39,265.25,0.11
2018-06-25,32.63,273.34,0.07
2018-06-26,33.23,268.1,0.05
2018-06-27,35.1,273.76,0.01
2018-06-28,25.48,269.37,0.05
2018-06-29,22.83,269.13,0.08
2018-06-30,24.72,264.82,0.09
2018-07-01,29.6,264.78,0.09
2018-07-02,28.69,263.68,0.17
2018-07-03,31.42,264.89,0.21
2018-07-04,30.5,263.2,0.28
2018-07-05,28.21,259.55,0.29
2018-07-06,21.93,268.2,0.3
2018-07-07,17.38,271.15,0.24
2018-07-08,15.26,268.63,0.21
2018-07-09,10.29,265.27,0.16
2018-07-10,3.9,268.49,0.14
2018-07-11,0.9,266.15,0.14
2018-07-12,10.29,271.73,0.12
2018-07-13,15.24,269.55,0.14
2018-07-14,17.48,270.18,0.23
2018-07-15,15.78,271.5,0.35
2018-07-16,16.79,273.37,0.48
2018-07-17,15.2,270.39,0.48
2018-07-18,11.85,270.68,0.46
2018-07-19,3.94,273.28,0.32
2018-07-20,0.0,273.91,0.13
2018-07-21,0.0,270.44,0.04
2018-07-22,0.0,274.5,0.01
2018-07-23,0.0,273.53,0.0
2018-07-24,0.0,270.45,0.0
2018-07-25,0.0,274.09,0.0
2018-07-26,0.0,263.88,0.0
2018-07-27,0.0,271.08,0.01
2018-07-28,0.0,273.93,0.0
2018-07-29,0.0,272.13,0.01
2018-07-30,0.0,271.79,0.03
2018-07-31,0.0,270.42,0.03
2018-08-01,1.89,274.55,0.03
2018-08-02,3.34,271.7,0.03
2018-08-03,1.64,270.08,0.03
2018-08-04,3.45,275.4,0.03
2018-08-05,0.83,276.41,0.01
2018-08-06,1.5,274.19,0.0
2018-08-07,2.87,273.97,0.0
2018-08-08,2.91,269.49,0.0
2018-08-09,0.0,265.52,0.06
2018-08-10,0.0,254.71,0.06
2018-08-11,0.11,258.88,0.29
2018-08-12,0.48,262.98,0.6
2018-08-13,0.32,267.74,0.66
2018-08-14,0.03,268.13,0.86
2018-08-15,0.0,271.64,0.84
2018-08-16,0.36,264.17,0.88
2018-08-17,1.48,267.38,0.84
2018-08-18,1.74,266.6,0.91
2018-08-19,3.48,271.77,0.82
2018-08-20,0.01,272.3,0.83
2018-08-21,0.22,269.94,0.84
2018-08-22,0.5,273.15,0.55
2018-08-23,0.0,271.11,0.3
2018-08-24,0.0,270.8,0.16
2018-08-25,0.0,271.71,0.12
2018-08-26,0.54,268.84,0.13
2018-08-27,0.37,263.71,0.2
2018-08-28,0.26,271.36,0.18
2018-08-29,0.0,273.7,0.19
2018-08-30,0.14,271.17,0.22
2018-08-31,2.81,269.42,0.3
2018-09-01,0.0,268.57,0.34
2018-09-02,0.0,269.59,0.44
2018-09-03,0.37,272.92,0.27
2018-09-04,1.74,270.81,0.23
2018-09-05,2.28,270.04,0.21
2018-09-06,3.56,270.32,0.22
2018-09-07,1.72,268.8,0.3
2018-09-08,1.53,270.66,0.29
2018-09-09,1.23,270.44,0.25
2018-09-10,0.54,271.23,0.46
2018-09-11,0.29,270.49,0.83
2018-09-12,0.19,270.89,1.01
2018-09-13,6.23,270.08,0.97
2018-09-14,0.0,270.89,0.92
2018-09-15,0.0,270.27,0.81
2018-09-16,0.0,273.33,0.6
2018-09-17,0.0,271.32,0.51
2018-09-18,0.0,271.34,0.45
2018-09-19,0.0,270.72,0.48
2018-09-20,0.0,270.3,0.46
2018-09-21,0.23,272.63,0.43
2018-09-22,0.26,271.54,0.38
2018-09-23,0.18,271.59,0.39
2018-09-24,0.28,268.59,0.38
2018-09-25,0.14,276.38,0.33
2018-09-26,0.8,275.5,0.27
2018-09-27,0.95,270.67,0.28
2018-09-28,0.0,274.06,0.07
2018-09-29,0.0,274.89,0.0
2018-09-30,0.0,273.9,0.0
2018-10-01,0.0,270.93,0.0
2018-10-02,0.0,272.27,0.03
2018-10-03,0.0,273.5,0.1
2018-10-04,0.0,273.26,0.0
2018-10-05,0.0,274.6,0.0
2018-10-06,0.0,275.62,0.0
2018-10-07,0.0,274.45,0.0
2018-10-08,0.0,272.68,0.0
2018-10-09,0.0,274.12,0.0
2018-10-10,0.0,276.09,0.0
2018-10-11,0.0,273.54,0.0
2018-10-12,1.09,274.35,0.0
2018-10-13,4.83,272.57,0.0
2018-10-14,0.17,272.56,0.0
2018-10-15,0.0,274.52,0.0
2018-10-16,0.0,274.77,0.0
2018-10-17,0.0,274.3,0.0
2018-10-18,0.0,272.51,0.0
2018-10-19,0.3,270.44,0.08
2018-10-20,0.0,273.44,0.0
2018-10-21,0.0,274.13,0.0
2018-10-22,0.0,274.06,0.0
2018-10-23,0.0,274.49,0.05
2018-10-24,0.61,273.75,0.13
2018-10-25,0.0,275.3,0.1
2018-10-26,0.11,273.26,0.0
2018-10-27,0.0,275.31,0.0
2018-10-28,0.0,273.33,0.0
2018-10-29,0.62,274.66,0.0
2018-10-30,1.93,271.52,0.0
2018-10-31,0.21,271.91,0.0
2018-11-01,0.25,273.29,0.0
2018-11-02,0.0,273.9,0.0
2018-11-03,1.43,273.27,0.0
2018-11-04,0.0,273.79,0.0
2018-11-05,0.0,272.53,0.04
2018-11-06,0.92,274.1,0.0
2018-11-07,0.0,273.28,0.0
2018-11-08,1.61,273.37,0.0
2018-11-09,0.0,270.73,0.0
2018-11-10,0.69,272.83,0.0
2018-11-11,0.54,273.61,0.0
2018-11-12,0.0,273.52,0.0
2018-11-13,0.0,273.71,0.0
2018-11-14,0.19,273.57,0.0
2018-11-15,0.0,274.1,0.0
2018-11-16,0.0,274.06,0.0
2018-11-17,0.0,273.32,0.0
2018-11-18,0.25,272.53,0.0
2018-11-19,0.0,273.3,0.0
2018-11-20,0.0,273.72,0.0
2018-11-21,0.0,274.7,0.0
2018-11-22,0.0,273.89,0.0
2018-11-23,0.0,274.13,0.0
2018-11-24,0.12,273.85,0.0
2018-11-25,0.0,274.03,0.0
2018-11-26,0.07,274.28,0.0
2018-11-27,0.39,273.44,0.0
2018-11-28,0.79,273.65,0.0
2018-11-29,0.0,273.15,0.0
2018-11-30,0.0,274.99,0.0
2018-12-01,0.0,273.76,0.0
2018-12-02,0.0,274.16,0.0
2018-12-03,3.59,273.7,0.0
2018-12-04,2.23,275.19,0.0
2018-12-05,1.23,274.21,0.0
2018-12-06,0.0,272.96,0.0
2018-12-07,2.76,273.97,0.0
2018-12-08,0.87,274.35,0.0
2018-12-09,0.32,274.35,0.0
2018-12-10,0.08,274.24,0.0
2018-12-11,0.19,274.44,0.0
2018-12-12,0.0,273.52,0.0
2018-12-13,0.04,273.09,0.0
2018-12-14,3.08,274.23,0.0
2018-12-15,0.0,274.15,0.0
2018-12-16,0.41,273.9,0.0
2018-12-17,0.0,275.22,0.0
2018-12-18,1.1,274.03,0.0
2018-12-19,3.32,273.39,0.0
2018-12-20,0.14,274.02,0.0
2018-12-21,0.23,273.39,0.0
2018-12-22,0.0,272.1,0.0
2018-12-23,0.0,273.9,0.0
2018-12-24,0.17,274.23,0.0
2018-12-25,0.15,274.91,0.0
2018-12-26,0.69,271.52,0.0
2018-12-27,0.0,271.79,0.0
2018-12-28,0.01,272.04,0.0
2018-12-29,0.0,272.5,0.0
2018-12-30,0.0,276.83,0.0
2018-12-31,0.0,274.13,0.0
2019-01-01,0.17,273.36,0.0
2019-01-02,1.02,274.46,0.0
2019-01-03,0.97,272.9,0.0
2019-01-04,1.37,272.39,0.0
2019-01-05,0.12,273.41,0.0
2019-01-06,2.37,274.54,0.0
2019-01-07,2.7,273.47,0.0
2019-01-08,0.22,273.89,0.0
2019-01-09,0.23,273.38,0.0
2019-01-10,2.54,273.31,0.0
2019-01-11,2.77,274.14,0.02
2019-01-12,0.0,273.81,0.02
2019-01-13,0.58,273.31,0.03
2019-01-14,0.0,274.2,0.03
2019-01-15,0.46,274.21,0.03
2019-01-16,0.57,273.58,0.02
2019-01-17,1.9,273.19,0.02
2019-01-18,1.66,273.46,0.0
2019-01-19,0.0,274.19,0.0
2019-01-20,0.0,274.63,0.0
2019-01-21,0.25,273.76,0.0
2019-01-22,0.0,273.93,0.0
2019-01-23,0.0,273.9,0.0
2019-01-24,0.0,274.33,0.0
2019-01-25,3.23,274.3,0.0
2019-01-26,1.17,273.04,0.0
2019-01-27,0.12,273.9,0.0
2019-01-28,0.0,274.37,0.0
2019-01-29,0.43,274.0,0.0
2019-01-30,1.61,274.2,0.0
2019-01-31,0.43,275.0,0.0
2019-02-01,1.16,273.7,0.0
2019-02-02,0.0,274.04,0.0
2019-02-03,0.0,274.12,0.0
2019-02-04,0.0,274.01,0.0
2019-02-05,0.0,273.55,0.0
2019-02-06,0.0,273.06,0.0
2019-02-07,2.26,274.26,0.0
2019-02-08,0.0,274.8,0.0
2019-02-09,0.0,274.57,0.0
2019-02-10,0.33,274.77,0.0
2019-02-11,1.46,274.16,0.0
2019-02-12,0.0,276.08,0.0
2019-02-13,2.81,274.85,0.0
2019-02-14,0.0,274.3,0.0
2019-02-15,0.36,274.79,0.0
2019-02-16,1.37,274.86,0.0
2019-02-17,1.03,274.56,0.0
2019-02-18,1.41,274.11,0.0
2019-02-19,0.92,272.81,0.0
2019-02-20,0.92,272.0,0.0
2019-02-21,0.07,273.9,0.0
2019-02-22,0.11,274.48,0.0
2019-02-23,0.22,274.32,0.0
2019-02-24,0.0,274.19,0.0
2019-02-25,0.15,273.82,0.0
2019-02-26,0.0,273.98,0.0
2019-02-27,0.79,274.34,0.0
2019-02-28,0.0,274.74,0.0
2019-03-01,0.0,274.92,0.0
2019-03-02,0.47,274.52,0.0
2019-03-03,0.0,274.98,0.0
2019-03-04,0.29,274.19,0.0
2019-03-05,0.0,273.17,0.0
2019-03-06,4.32,274.67,0.0
2019-03-07,1.59,274.42,0.0
2019-03-08,0.86,275.21,0.0
2019-03-09,0.0,274.29,0.0
2019-03-10,0.0,274.56,0.0
2019-03-11,0.84,274.16,0.0
2019-03-12,0.0,274.03,0.0
2019-03-13,0.81,273.94,0.0
2019-03-14,0.0,273.26,0.0
2019-03-15,0.0,273.12,0.0
2019-03-16,0.14,274.07,0.0
2019-03-17,0.0,274.26,0.0
2019-03-18,0.08,273.96,0.0
2019-03-19,0.22,273.74,0.0
2019-03-20,0.0,274.4,0.0
2019-03-21,0.0,274.03,0.0
2019-03-22,0.0,275.2,0.0
2019-03-23,0.0,275.86,0.0
2019-03-24,0.0,275.04,0.0
2019-03-25,0.0,272.7,0.0
2019-03-26,0.0,273.38,0.0
2019-03-27,0.0,274.52,0.0
2019-03-28,0.0,274.85,0.0
2019-03-29,2.7,273.7,0.0
2019-03-30,0.0,275.37,0.0
2019-03-31,0.0,274.8,0.0
2019-04-01,0.0,275.24,0.0
2019-04-02,0.1,272.46,0.0
2019-04-03,0.0,273.83,0.0
2019-04-04,0.0,272.01,0.0
2019-04-05,0.0,274.48,0.0
2019-04-06,7.64,274.46,0.0
2019-04-07,0.39,271.5,0.0
2019-04-08,0.0,274.2,0.0
2019-04-09,0.0,274.58,0.0
2019-04-10,0.0,274.28,0.0
2019-04-11,0.0,274.02,0.0
2019-04-12,0.0,272.61,0.0
2019-04-13,0.39,267.38,0.0
2019-04-14,0.0,263.72,0.0
2019-04-15,0.0,269.97,0.02
2019-04-16,0.12,268.87,0.05
2019-04-17,0.41,268.26,0.2
2019-04-18,0.0,266.18,0.29
2019-04-19,0.0,265.47,0.44
2019-04-20,0.0,269.14,0.49
2019-04-21,0.0,269.14,0.39
2019-04-22,0.0,264.66,0.4
2019-04-23,0.0,262.88,0.44
2019-04-24,0.0,264.69,0.54
2019-04-25,0.0,263.01,0.57
2019-04-26,0.0,267.16,0.54
2019-04-27,0.33,270.36,0.52
2019-04-28,0.44,267.94,0.53
2019-04-29,0.4,266.9,0.55
2019-04-30,0.73,265.02,0.55
2019-05-01,0.0,265.76,0.53
2019-05-02,0.25,263.34,0.54
2019-05-03,0.0,263.3,0.6
2019-05-04,0.0,259.67,0.66
2019-05-05,0.0,265.52,0.7
2019-05-06,0.0,262.24,0.78
2019-05-07,0.19,266.33,0.76
2019-05-08,0.0,262.13,0.76
2019-05-09,0.58,264.1,0.76
2019-05-10,1.38,262.69,0.81
2019-05-11,0.0,265.18,0.79
2019-05-12,0.0,265.44,0.91
2019-05-13,0.0,270.98,0.82
2019-05-14,0.0,270.45,0.85
2019-05-15,0.0,269.19,0.74
2019-05-16,0.0,268.8,0.58
2019-05-17,2.57,268.26,0.46
2019-05-18,0.19,263.86,0.44
2019-05-19,0.01,266.97,0.43
2019-05-20,0.0,261.58,0.46
2019-05-21,0.0,265.71,0.51
2019-05-22,0.0,265.66,0.63
2019-05-23,1.53,267.39,0.63
2019-05-24,0.0,267.34,0.81
2019-05-25,2.5,269.87,0.7
2019-05-26,6.76,270.35,0.6
2019-05-27,11.14,269.23,0.46
2019-05-28,12.07,271.96,0.38
2019-05-29,11.3,270.3,0.32
2019-05-30,12.9,271.18,0.27
2019-05-31,16.79,265.85,0.26
2019-06-01,11.3,269.48,0.24
2019-06-02,8.33,268.22,0.19
2019-06-03,4.63,265.31,0.15
2019-06-04,4.18,267.38,0.18
2019-06-05,4.79,263.18,0.22
2019-06-06,8.72,264.68,0.26
2019-06-07,13.2,265.02,0.27
2019-06-08,9.41,264.67,0.42
2019-06-09,8.34,266.61,0.39
2019-06-10,19.93,262.63,0.41
2019-06-11,19.71,264.38,0.49
2019-06-12,15.61,262.07,0.45
2019-06-13,10.69,259.66,0.42
2019-06-14,4.47,260.47,0.39
2019-06-15,1.81,259.84,0.36
2019-06-16,0.0,258.76,0.36
2019-06-17,0.0,260.01,0.37
2019-06-18,0.0,256.33,0.38
2019-06-19,0.21,260.92,0.37
2019-06-20,8.61,254.46,0.38
2019-06-21,11.75,255.88,0.44
2019-06-22,10.98,255.11,0.51
2019-06-23,10.4,260.01,0.5
2019-06-24,8.52,261.0,0.51
2019-06-25,20.79,263.28,0.41
2019-06-26,21.99,264.65,0.43
2019-06-27,21.35,263.86,0.37
2019-06-28,22.74,263.01,0.33
2019-06-29,21.12,263.21,0.27
2019-06-30,21.85,261.69,0.33
2019-07-01,22.84,265.1,0.33
2019-07-02,23.82,267.52,0.38
2019-07-03,19.99,268.83,0.41
2019-07-04,14.28,267.58,0.38
2019-07-05,11.93,267.38,0.38
2019-07-06,14.97,264.08,0.33
2019-07-07,15.56,266.21,0.25
2019-07-08,16.21,261.82,0.27
2019-07-09,14.66,261.77,0.23
2019-07-10,15.37,260.58,0.24
2019-07-11,14.83,261.4,0.23
2019-07-12,17.99,262.13,0.21
2019-07-13,13.53,260.06,0.23
2019-07-14,14.79,259.47,0.27
2019-07-15,11.59,257.84,0.33
2019-07-16,7.09,256.04,0.44
2019-07-17,8.33,256.49,0.46
2019-07-18,8.57,257.8,0.53
2019-07-19,11.81,256.63,0.65
2019-07-20,13.57,253.08,0.69
2019-07-21,15.56,253.67,0.82
2019-07-22,14.03,254.22,0.87
2019-07-23,16.86,253.51,0.93
2019-07-24,17.37,257.24,0.93
2019-07-25,19.52,256.22,0.86
2019-07-26,7.64,253.39,0.9
2019-07-27,3.94,254.94,0.8
2019-07-28,7.71,255.59,0.72
2019-07-29,12.9,255.44,0.69
2019-07-30,12.98,255.99,0.59
2019-07-31,15.63,252.76,0.72
2019-08-01,15.83,250.91,0.84
2019-08-02,14.65,251.79,0.81
2019-08-03,12.48,254.77,0.83
2019-08-04,5.61,263.41,0.77
2019-08-05,6.08,263.54,0.79
2019-08-06,13.3,262.0,0.8
2019-08-07,16.34,265.52,0.64
2019-08-08,19.26,258.2,0.66
