fecha,ice_conc,temperatura,espesor_de_hielo
2019-08-09,23.6,261.41,0.5
2019-08-10,33.32,256.93,0.54
2019-08-11,38.0,256.52,0.69
2019-08-12,38.47,257.2,0.84
2019-08-13,37.63,254.42,0.95
2019-08-14,37.64,255.97,1.03
2019-08-15,35.16,261.92,1.01
2019-08-16,40.15,262.04,1.17
2019-08-17,42.11,259.14,1.21
2019-08-18,41.01,260.47,1.21
2019-08-19,36.63,260.33,1.27
2019-08-20,36.47,262.3,1.13
2019-08-21,33.68,267.4,1.05
2019-08-22,33.9,265.68,0.99
2019-08-23,30.61,267.06,0.9
2019-08-24,29.21,263.84,0.93
2019-08-25,24.15,266.6,1.21
2019-08-26,19.13,266.27,1.31
2019-08-27,19.82,264.79,2.21
2019-08-28,16.11,263.96,2.44
2019-08-29,19.48,264.59,2.76
2019-08-30,22.12,259.5,2.52
2019-08-31,27.37,263.17,2.16
2019-09-01,31.42,261.91,1.59
2019-09-02,31.52,260.28,1.56
2019-09-03,36.94,259.58,1.58
2019-09-04,31.9,259.23,1.6
2019-09-05,24.51,259.86,1.64
2019-09-06,18.66,257.33,1.68
2019-09-07,11.27,255.85,1.71
2019-09-08,4.88,257.32,1.81
2019-09-09,5.71,254.1,1.92
2019-09-10,1.17,264.62,1.91
2019-09-11,6.36,256.86,2.18
2019-09-12,2.14,256.55,2.3
2019-09-13,0.19,259.4,2.34
2019-09-14,1.1,255.55,2.56
2019-09-15,1.82,258.09,2.58
2019-09-16,2.39,255.59,2.48
2019-09-17,2.62,252.77,2.54
2019-09-18,0.25,254.19,2.55
2019-09-19,0.0,257.68,2.55
2019-09-20,0.0,262.0,2.59
2019-09-21,0.25,262.71,2.54
2019-09-22,0.0,262.37,2.48
2019-09-23,0.0,260.13,2.57
2019-09-24,2.34,260.91,2.59
2019-09-25,0.0,259.59,2.55
2019-09-26,0.0,259.28,2.58
2019-09-27,0.0,262.83,2.61
2019-09-28,0.43,265.44,2.59
2019-09-29,4.54,267.54,2.59
2019-09-30,4.39,268.96,2.26
2019-10-01,3.64,269.67,1.77
2019-10-02,0.77,271.03,1.43
2019-10-03,1.77,270.13,1.38
2019-10-04,2.43,270.58,1.34
2019-10-05,4.18,272.47,1.3
2019-10-06,4.11,273.9,1.12
2019-10-07,9.17,270.9,1.04
2019-10-08,5.66,269.74,1.06
2019-10-09,6.8,270.76,0.86
2019-10-10,12.87,271.94,0.64
2019-10-11,15.63,273.11,0.4
2019-10-12,17.88,264.98,0.55
2019-10-13,18.28,273.84,0.59
2019-10-14,14.98,272.02,0.7
2019-10-15,9.86,268.83,0.52
2019-10-16,7.1,271.57,0.43
2019-10-17,1.94,271.88,0.39
2019-10-18,0.0,272.78,0.44
2019-10-19,0.0,272.45,0.38
2019-10-20,0.0,272.62,0.32
2019-10-21,0.0,273.71,0.16
2019-10-22,0.0,271.86,0.13
2019-10-23,0.0,273.72,0.17
2019-10-24,0.19,272.26,0.15
2019-10-25,0.3,273.63,0.09
2019-10-26,0.76,272.87,0.09
2019-10-27,0.0,273.89,0.06
2019-10-28,1.26,273.27,0.05
2019-10-29,1.28,273.65,0.0
2019-10-30,0.0,273.81,0.0
2019-10-31,0.36,274.87,0.0
2019-11-01,2.19,271.86,0.0
2019-11-02,0.46,271.99,0.05
2019-11-03,1.71,272.87,0.05
2019-11-04,0.39,275.05,0.0
2019-11-05,0.06,272.49,0.32
2019-11-06,0.63,274.34,0.41
2019-11-07,0.08,273.96,0.41
2019-11-08,0.0,273.92,0.0
2019-11-09,0.26,273.09,0.0
2019-11-10,2.94,272.69,0.0
2019-11-11,0.0,274.32,0.0
2019-11-12,0.0,271.84,0.0
2019-11-13,0.0,273.66,0.0
2019-11-14,0.87,273.84,0.0
2019-11-15,0.0,275.97,0.0
2019-11-16,0.0,276.2,0.0
2019-11-17,0.0,270.97,0.0
2019-11-18,3.21,274.5,0.0
2019-11-19,1.12,273.9,0.0
2019-11-20,0.61,274.82,0.0
2019-11-21,0.63,275.85,0.0
2019-11-22,0.0,274.81,0.0
2019-11-23,0.0,274.18,0.0
2019-11-24,0.0,267.49,0.0
2019-11-25,0.0,269.74,0.0
2019-11-26,0.28,274.38,0.0
2019-11-27,0.0,274.04,0.0
2019-11-28,1.05,271.56,0.0
2019-11-29,0.4,273.19,0.0
2019-11-30,0.0,274.57,0.0
2019-12-01,1.08,272.94,0.0
2019-12-02,2.33,273.98,0.0
2019-12-03,0.62,272.78,0.0
2019-12-04,4.5,273.67,0.0
2019-12-05,2.11,274.06,0.0
2019-12-06,0.36,273.73,0.0
2019-12-07,1.46,273.5,0.0
2019-12-08,0.83,274.09,0.0
2019-12-09,1.63,273.85,0.0
2019-12-10,1.7,270.67,0.0
2019-12-11,0.22,273.29,0.0
2019-12-12,0.0,272.88,0.0
2019-12-13,0.0,273.31,0.0
2019-12-14,0.0,273.72,0.0
2019-12-15,0.99,273.06,0.0
2019-12-16,0.28,273.5,0.0
2019-12-17,0.5,274.03,0.0
2019-12-18,0.59,274.1,0.0
2019-12-19,1.17,273.9,0.0
2019-12-20,1.05,273.3,0.0
2019-12-21,0.0,273.57,0.0
2019-12-22,0.0,272.69,0.0
2019-12-23,1.02,274.46,0.0
2019-12-24,0.0,273.48,0.0
2019-12-25,0.0,273.6,0.0
2019-12-26,0.0,272.58,0.0
2019-12-27,0.0,273.6,0.0
2019-12-28,0.0,273.5,0.0
2019-12-29,0.0,272.94,0.0
2019-12-30,0.0,274.49,0.0
2019-12-31,0.0,273.25,0.3
2020-01-01,0.0,274.71,0.0
2020-01-02,0.0,274.33,0.0
2020-01-03,0.0,274.39,0.0
2020-01-04,0.0,274.34,0.0
2020-01-05,0.81,272.9,0.0
2020-01-06,0.0,274.22,0.0
2020-01-07,0.0,273.95,0.0
2020-01-08,0.0,273.63,0.0
2020-01-09,0.0,274.43,0.0
2020-01-10,0.26,274.16,0.0
2020-01-11,0.0,273.82,0.0
2020-01-12,0.0,274.71,0.0
2020-01-13,1.03,274.1,0.0
2020-01-14,0.0,273.48,0.0
2020-01-15,0.97,272.86,0.0
2020-01-16,1.38,274.09,0.0
2020-01-17,1.81,274.06,0.0
2020-01-18,2.48,273.62,0.0
2020-01-19,2.0,274.54,0.0
2020-01-20,1.03,274.58,0.0
2020-01-21,1.74,274.41,0.0
2020-01-22,0.0,274.21,0.0
2020-01-23,0.0,273.19,0.0
2020-01-24,0.0,273.4,0.0
2020-01-25,0.0,274.06,0.0
2020-01-26,0.0,273.4,0.0
2020-01-27,0.0,274.62,0.0
2020-01-28,0.0,274.1,0.0
2020-01-29,0.0,274.41,0.0
2020-01-30,0.0,274.83,0.0
2020-01-31,0.0,275.11,0.0
2020-02-01,0.8,274.64,0.0
2020-02-02,0.0,275.23,0.0
2020-02-03,0.0,274.15,0.0
2020-02-04,1.54,274.49,0.0
2020-02-05,1.77,274.49,0.0
2020-02-06,0.37,274.26,0.0
2020-02-07,1.24,274.03,0.0
2020-02-08,2.17,274.51,0.0
2020-02-09,1.93,274.12,0.0
2020-02-10,0.17,274.68,0.0
2020-02-11,0.0,275.09,0.0
2020-02-12,0.0,274.35,0.0
2020-02-13,0.55,275.03,0.0
2020-02-14,0.0,274.64,0.0
2020-02-15,0.0,274.26,0.0
2020-02-16,0.0,274.86,0.0
2020-02-17,2.21,274.17,0.0
2020-02-18,1.37,273.83,0.0
2020-02-19,0.9,273.54,0.0
2020-02-20,1.09,274.18,0.0
2020-02-21,0.0,274.17,0.0
2020-02-22,0.59,273.97,0.0
2020-02-23,2.12,273.98,0.0
2020-02-24,2.83,274.34,0.0
2020-02-25,0.0,274.16,0.0
2020-02-26,0.43,275.21,0.0
2020-02-27,2.06,275.08,0.0
2020-02-28,0.07,275.13,0.0
2020-02-29,0.57,274.02,0.0
2020-03-01,0.3,274.77,0.0
2020-03-02,0.12,274.18,0.0
2020-03-03,0.73,274.94,0.0
2020-03-04,0.0,275.15,0.0
2020-03-05,0.0,274.3,0.0
2020-03-06,0.0,273.69,0.0
2020-03-07,0.59,274.51,0.0
2020-03-08,0.81,273.82,0.0
2020-03-09,0.18,274.84,0.0
2020-03-10,0.18,273.91,0.0
2020-03-11,0.19,273.92,0.0
2020-03-12,0.4,273.42,0.0
2020-03-13,0.0,275.26,0.0
2020-03-14,0.44,274.84,0.0
2020-03-15,0.0,274.81,0.0
2020-03-16,0.0,274.28,0.0
2020-03-17,0.0,273.68,0.0
2020-03-18,2.32,273.58,0.0
2020-03-19,0.23,274.4,0.0
2020-03-20,6.25,273.83,0.0
2020-03-21,0.1,272.85,0.0
2020-03-22,0.0,273.96,0.0
2020-03-23,0.0,273.52,0.0
2020-03-24,3.86,274.3,0.0
2020-03-25,0.0,273.48,0.0
2020-03-26,2.79,274.31,0.0
2020-03-27,1.03,271.93,0.0
2020-03-28,0.0,273.84,0.0
2020-03-29,0.0,275.1,0.0
2020-03-30,0.0,274.05,0.0
2020-03-31,0.0,274.39,0.0
2020-04-01,0.11,273.34,0.0
2020-04-02,0.0,273.49,0.0
2020-04-03,0.12,274.61,0.0
2020-04-04,0.3,269.8,0.0
2020-04-05,1.19,269.04,0.01
2020-04-06,0.29,270.78,0.01
2020-04-07,0.95,271.13,0.04
2020-04-08,0.0,271.26,0.13
2020-04-09,0.44,273.73,0.13
2020-04-10,1.48,270.77,0.14
2020-04-11,0.65,271.54,0.15
2020-04-12,0.44,272.6,0.15
2020-04-13,0.0,269.01,0.13
2020-04-14,0.0,267.45,0.13
2020-04-15,0.0,271.17,0.15
2020-04-16,0.0,267.91,0.25
2020-04-17,0.0,268.38,0.25
2020-04-18,0.0,264.16,0.3
2020-04-19,0.0,263.73,0.35
2020-04-20,0.0,267.62,0.43
2020-04-21,0.15,268.17,0.49
2020-04-22,0.0,270.22,0.51
2020-04-23,0.0,269.9,0.49
2020-04-24,0.0,269.76,0.6
2020-04-25,0.0,269.6,0.52
2020-04-26,0.0,269.16,0.4
2020-04-27,0.0,269.68,0.34
2020-04-28,0.0,266.61,0.29
2020-04-29,0.0,271.17,0.2
2020-04-30,0.0,268.78,0.19
2020-05-01,2.59,264.9,0.2
2020-05-02,0.0,266.47,0.28
2020-05-03,0.0,264.42,0.37
2020-05-04,0.0,268.73,0.35
2020-05-05,0.0,268.1,0.35
2020-05-06,0.0,267.76,0.39
2020-05-07,0.0,266.46,0.44
2020-05-08,0.0,264.65,0.45
2020-05-09,0.0,262.91,0.49
2020-05-10,0.0,269.5,0.37
2020-05-11,0.0,269.78,0.36
2020-05-12,0.29,267.08,0.41
2020-05-13,0.0,270.96,0.42
2020-05-14,0.0,272.92,0.33
2020-05-15,0.0,271.4,0.21
2020-05-16,0.0,273.07,0.1
2020-05-17,0.0,274.83,0.04
2020-05-18,0.0,272.93,0.02
2020-05-19,0.0,272.56,0.01
2020-05-20,0.0,271.42,0.01
2020-05-21,0.0,268.71,0.03
2020-05-22,0.41,266.52,0.06
2020-05-23,0.0,269.56,0.18
2020-05-24,0.0,269.8,0.18
2020-05-25,0.0,267.75,0.27
2020-05-26,0.0,268.67,0.32
2020-05-27,0.0,268.63,0.43
2020-05-28,0.04,266.05,0.54
2020-05-29,0.0,268.02,0.48
2020-05-30,0.0,265.85,0.45
2020-05-31,0.0,267.43,0.45
2020-06-01,0.0,268.49,0.44
2020-06-02,0.0,265.85,0.43
2020-06-03,0.0,260.91,0.57
2020-06-04,0.0,262.85,0.53
2020-06-05,0.0,259.54,0.59
2020-06-06,0.0,260.18,0.66
2020-06-07,0.0,261.49,0.72
2020-06-08,0.0,254.34,0.73
2020-06-09,0.0,260.01,0.71
2020-06-10,10.62,261.04,0.67
2020-06-11,17.27,260.97,0.72
2020-06-12,16.37,257.41,0.64
2020-06-13,9.75,258.54,0.59
2020-06-14,7.66,262.48,0.56
2020-06-15,8.63,259.4,0.54
2020-06-16,5.6,258.15,0.56
2020-06-17,3.61,260.24,0.55
2020-06-18,3.46,266.27,0.52
2020-06-19,4.41,269.25,0.47
2020-06-20,4.34,272.21,0.35
2020-06-21,3.71,273.16,0.35
2020-06-22,5.28,271.0,0.16
2020-06-23,6.5,271.04,0.09
2020-06-24,5.67,267.3,0.07
2020-06-25,5.7,265.75,0.08
2020-06-26,4.18,264.13,0.09
2020-06-27,7.77,263.55,0.11
2020-06-28,10.7,264.85,0.14
2020-06-29,10.48,258.32,0.18
2020-06-30,13.51,258.58,0.2
2020-07-01,15.85,258.39,0.25
2020-07-02,15.1,256.06,0.41
2020-07-03,11.32,253.29,0.48
2020-07-04,10.46,251.59,0.53
2020-07-05,11.01,259.69,0.54
2020-07-06,10.39,259.9,0.49
2020-07-07,8.7,261.26,0.49
2020-07-08,7.77,263.79,0.34
2020-07-09,8.88,264.95,0.27
2020-07-10,7.9,266.66,0.23
2020-07-11,4.87,263.78,0.21
2020-07-12,2.36,266.84,0.25
2020-07-13,2.36,258.37,0.33
2020-07-14,3.52,264.29,0.38
2020-07-15,3.68,267.28,0.45
2020-07-16,5.77,266.76,0.4
2020-07-17,5.7,265.96,0.38
2020-07-18,6.32,265.01,0.39
2020-07-19,4.28,267.97,0.39
2020-07-20,3.68,269.77,0.36
2020-07-21,0.0,267.72,0.28
2020-07-22,0.0,266.33,0.21
2020-07-23,0.0,270.04,0.2
2020-07-24,1.14,264.12,0.18
2020-07-25,4.32,261.69,0.24
2020-07-26,7.46,260.83,0.24
2020-07-27,7.74,260.16,0.28
2020-07-28,11.92,262.14,0.38
2020-07-29,10.9,263.46,0.4
2020-07-30,11.05,263.2,0.46
2020-07-31,9.16,260.65,0.58
2020-08-01,7.67,260.71,0.6
2020-08-02,1.64,260.69,0.49
2020-08-03,2.36,261.77,0.5
2020-08-04,1.14,258.04,0.5
2020-08-05,0.0,259.24,0.55
2020-08-06,0.0,259.2,0.61
2020-08-07,0.0,259.98,0.59
2020-08-08,0.0,258.48,0.83
2020-08-09,2.63,262.69,0.83
2020-08-10,8.08,261.79,0.86
2020-08-11,19.9,260.61,0.87
2020-08-12,21.46,260.39,0.86
2020-08-13,22.46,261.31,0.88
2020-08-14,24.68,258.72,0.92
2020-08-15,27.17,268.89,0.92
2020-08-16,30.77,267.84,0.9
2020-08-17,30.61,267.31,0.91
2020-08-18,33.1,270.06,0.88
2020-08-19,25.46,271.1,0.64
2020-08-20,26.8,268.4,0.5
2020-08-21,28.01,266.93,0.4
2020-08-22,33.86,261.77,0.36
2020-08-23,42.23,259.94,0.61
2020-08-24,48.29,261.47,0.93
2020-08-25,48.73,263.64,0.99
2020-08-26,43.56,267.58,1.01
2020-08-27,45.38,268.98,1.01
2020-08-28,56.77,268.62,0.97
2020-08-29,60.66,269.84,0.72
2020-08-30,65.31,269.41,0.51
2020-08-31,65.28,268.63,0.4
2020-09-01,59.59,266.71,0.37
2020-09-02,60.5,266.28,0.51
2020-09-03,68.44,266.9,0.72
2020-09-04,67.37,265.26,0.9
2020-09-05,62.48,264.8,0.98
2020-09-06,60.91,259.38,1.0
2020-09-07,58.55,259.78,1.02
2020-09-08,56.59,253.92,1.27
2020-09-09,56.73,259.05,1.65
2020-09-10,50.08,258.19,1.76
2020-09-11,44.34,258.82,1.89
2020-09-12,43.42,258.82,2.06
2020-09-13,42.33,263.24,2.13
2020-09-14,38.83,261.13,2.18
2020-09-15,32.63,263.53,2.0
2020-09-16,26.06,261.01,2.06
2020-09-17,16.5,259.48,2.04
2020-09-18,14.58,260.41,2.04
2020-09-19,22.9,260.17,2.09
2020-09-20,28.77,259.03,2.08
2020-09-21,23.08,253.59,2.16
2020-09-22,22.39,265.69,2.24
2020-09-23,15.68,269.2,2.15
2020-09-24,14.06,265.17,2.12
2020-09-25,13.24,266.44,1.98
2020-09-26,15.63,269.2,1.89
2020-09-27,17.28,268.52,1.81
2020-09-28,22.34,267.48,1.71
2020-09-29,23.99,269.6,1.69
2020-09-30,31.39,270.08,1.7
2020-10-01,33.43,267.14,1.39
2020-10-02,31.42,270.79,1.12
2020-10-03,30.91,271.88,0.93
2020-10-04,25.67,269.5,0.98
2020-10-05,22.43,268.19,0.88
2020-10-06,17.56,269.04,0.85
2020-10-07,18.62,268.74,0.97
2020-10-08,18.37,270.34,0.99
2020-10-09,15.61,268.47,1.05
2020-10-10,7.67,271.91,1.11
2020-10-11,6.99,273.24,1.03
2020-10-12,5.6,275.5,0.99
2020-10-13,11.72,276.1,0.65
2020-10-14,12.88,275.59,0.28
2020-10-15,12.15,274.79,0.0
2020-10-16,13.77,272.83,0.0
2020-10-17,12.69,274.94,0.0
2020-10-18,13.17,273.36,0.0
2020-10-19,18.4,275.9,0.0
2020-10-20,17.74,274.66,0.0
2020-10-21,17.39,274.14,0.0
2020-10-22,14.34,274.85,0.0
2020-10-23,12.07,276.1,0.0
2020-10-24,10.63,277.83,0.0
2020-10-25,7.05,274.72,0.0
2020-10-26,4.9,275.5,0.0
2020-10-27,4.07,275.95,0.0
2020-10-28,3.09,274.36,0.0
2020-10-29,3.31,278.46,0.0
2020-10-30,0.83,276.91,0.0
2020-10-31,0.0,274.55,0.0
2020-11-01,0.17,273.15,0.0
2020-11-02,0.63,275.1,0.0
2020-11-03,3.53,275.29,0.0
2020-11-04,0.81,274.83,0.0
2020-11-05,0.0,276.3,0.0
2020-11-06,1.94,273.33,0.0
2020-11-07,0.0,273.84,0.0
2020-11-08,0.57,275.13,0.0
2020-11-09,2.74,274.82,0.0
2020-11-10,2.7,276.24,0.04
2020-11-11,0.0,275.72,0.0
2020-11-12,0.0,275.75,0.0
2020-11-13,0.0,274.24,0.0
2020-11-14,0.0,276.91,0.0
2020-11-15,2.57,274.94,0.0
2020-11-16,0.63,274.61,0.0
2020-11-17,0.08,275.53,0.0
2020-11-18,1.64,274.52,0.0
2020-11-19,2.44,274.76,0.0
2020-11-20,0.22,273.5,0.0
2020-11-21,1.7,274.1,0.0
2020-11-22,0.0,274.77,0.0
2020-11-23,0.0,276.42,0.0
2020-11-24,0.69,272.03,0.0
2020-11-25,0.0,273.18,0.0
2020-11-26,0.51,273.06,0.0
2020-11-27,0.0,271.24,0.0
2020-11-28,1.9,273.98,0.0
2020-11-29,0.23,273.18,0.0
2020-11-30,1.63,273.3,0.0
2020-12-01,0.0,273.52,0.0
2020-12-02,0.0,273.24,0.0
2020-12-03,0.1,273.26,0.0
2020-12-04,0.88,273.14,0.0
2020-12-05,0.0,272.9,0.0
2020-12-06,0.0,273.45,0.0
2020-12-07,2.59,274.85,0.0
2020-12-08,2.33,271.84,0.0
2020-12-09,1.71,273.44,0.0
2020-12-10,0.63,273.87,0.0
2020-12-11,0.0,273.77,0.0
2020-12-12,0.0,272.78,0.0
2020-12-13,1.12,272.71,0.0
2020-12-14,1.48,274.42,0.0
2020-12-15,0.99,273.44,0.0
2020-12-16,0.07,273.7,0.0
2020-12-17,0.12,273.15,0.0
2020-12-18,0.41,272.34,0.0
2020-12-19,1.03,274.37,0.0
2020-12-20,0.3,274.1,0.0
2020-12-21,0.0,273.46,0.0
2020-12-22,0.22,269.3,0.0
2020-12-23,0.08,269.0,0.61
2020-12-24,0.86,274.39,0.29
2020-12-25,0.0,274.04,0.0
2020-12-26,0.0,273.87,0.0
2020-12-27,0.06,272.87,0.0
2020-12-28,0.0,273.01,0.0
2020-12-29,0.0,273.58,0.0
2020-12-30,0.0,271.78,0.0
2020-12-31,0.0,273.43,0.0
2021-01-01,0.37,273.55,0.02
2021-01-02,0.0,272.91,0.0
2021-01-03,0.47,273.6,0.0
2021-01-04,0.98,272.7,0.0
2021-01-05,0.0,271.55,0.0
2021-01-06,0.12,273.72,0.0
2021-01-07,0.0,273.0,0.0
2021-01-08,0.0,273.22,0.0
2021-01-09,0.19,273.11,0.0
2021-01-10,0.0,272.61,0.02
2021-01-11,4.63,273.12,0.02
2021-01-12,0.4,274.49,0.0
2021-01-13,0.0,275.06,0.0
2021-01-14,1.41,275.0,0.0
2021-01-15,1.3,274.7,0.0
2021-01-16,0.65,273.25,0.0
2021-01-17,0.1,274.23,0.0
2021-01-18,0.37,273.68,0.0
2021-01-19,0.34,273.21,0.0
2021-01-20,0.4,273.89,0.0
2021-01-21,0.06,273.62,0.0
2021-01-22,0.0,274.05,0.0
2021-01-23,0.06,274.19,0.0
2021-01-24,0.0,273.79,0.0
2021-01-25,1.85,274.66,0.0
2021-01-26,0.0,274.18,0.0
2021-01-27,0.0,274.86,0.0
2021-01-28,0.0,274.29,0.0
2021-01-29,0.0,275.0,0.0
2021-01-30,0.34,274.5,0.0
2021-01-31,2.08,274.92,0.0
2021-02-01,0.0,274.71,0.0
2021-02-02,0.46,274.55,0.0
2021-02-03,0.66,274.78,0.0
2021-02-04,0.34,273.14,0.0
2021-02-05,0.26,273.8,0.0
2021-02-06,0.55,273.28,0.0
2021-02-07,0.0,274.09,0.0
2021-02-08,1.74,274.36,0.0
2021-02-09,0.23,273.84,0.0
2021-02-10,0.0,273.52,0.0
2021-02-11,0.0,274.29,0.0
2021-02-12,0.0,273.96,0.0
2021-02-13,0.12,273.66,0.0
2021-02-14,0.1,273.58,0.0
2021-02-15,0.0,272.46,0.0
2021-02-16,0.0,274.0,0.0
2021-02-17,0.0,273.9,0.0
2021-02-18,0.0,272.51,0.05
2021-02-19,0.56,275.0,0.05
2021-02-22,0.5,274.21,0.01
2021-02-23,0.0,275.59,0.0
2021-02-24,0.91,274.19,0.0
2021-02-25,0.0,273.73,0.0
